id,Name,description,Slug,color,FrenchName,FrenchDescription,area,ColonialEntity
123423edaaa2e049ea705e405a3140cc,Cession 625,https://native-land.ca/maps/treaties/cession-625/,cession-625,#1E00AA,Cession 625,https://native-land.ca/maps/treaties/cession-625/,780,United States of America
12c98a614120bd595a69c46f3106ca8a,Cession 608,https://native-land.ca/maps/treaties/cession-608/,cession-608,#6C2277,Cession 608,https://native-land.ca/maps/treaties/cession-608/,3549,United States of America
1303740ffa13032207d859b2fc083c28,Cession 516,https://native-land.ca/maps/treaties/cession-516/,cession-516,#2100EE,Cession 516,https://native-land.ca/maps/treaties/cession-516/,17331,United States of America
13ec5d54a1e449807fd0be985475302b,Cession 571,https://native-land.ca/maps/treaties/cession-571/,cession-571,#DC22AA,Cession 571,https://native-land.ca/maps/treaties/cession-571/,11,United States of America
140db254c64ec953606fc9c1b5e821aa,Cession 714,https://native-land.ca/maps/treaties/cession-714/,cession-714,#F700BB,Cession 714,https://native-land.ca/maps/treaties/cession-714/,7672,United States of America
15162022cf36295ef9908c3f2791f464,Cession 301,https://native-land.ca/maps/treaties/cession-301/,cession-301,#382200,Cession 301,https://native-land.ca/maps/treaties/cession-301/,772,United States of America
165be39047599cc752a42718e111ac3a,Cession 445,https://native-land.ca/maps/treaties/cession-445/,cession-445,#6E0077,Cession 445,https://native-land.ca/maps/treaties/cession-445/,39290,United States of America
166449c4deb8c3bbe140950090b61903,Cession 57,https://native-land.ca/maps/treaties/cession-57/,cession-57,#6C2233,Cession 57,https://native-land.ca/maps/treaties/cession-57/,19602,United States of America
1700fb065af424dccb6404dbb7405ba0,Cession 230,https://native-land.ca/maps/treaties/cession-230/,cession-230,#D322EE,Cession 230,https://native-land.ca/maps/treaties/cession-230/,32,United States of America
173456785545caa16e819ac8e3f0962e,Cession 655,https://native-land.ca/maps/treaties/cession-655/,cession-655,#E311DD,Cession 655,https://native-land.ca/maps/treaties/cession-655/,9785,United States of America
1762ab01f39eab248b39fb8bcce40809,Cession 559,https://native-land.ca/maps/treaties/cession-559-2/,cession-559,#8211AA,Cession 559,https://native-land.ca/maps/treaties/cession-559-2/,1,United States of America
176cf0d4e2e94c852a7ad246a7be2eb4,Cession 282,https://native-land.ca/maps/treaties/cession-282/,cession-282,#F21188,Cession 282,https://native-land.ca/maps/treaties/cession-282/,1639,United States of America
17c76be53a5e4b26f8384caefc2144a1,Cession 322,https://native-land.ca/maps/treaties/cession-322/,cession-322,#BD22FF,Cession 322,https://native-land.ca/maps/treaties/cession-322/,864,United States of America
17f26099cade65e7ba0ca60add99ce67,Cession 302,https://native-land.ca/maps/treaties/cession-302/,cession-302,#AB2299,Cession 302,https://native-land.ca/maps/treaties/cession-302/,8530,United States of America
17f3886b94cc255c289265fe08790c7b,Cession 489,https://native-land.ca/maps/treaties/cession-489/,cession-489,#9E22AA,Cession 489,https://native-land.ca/maps/treaties/cession-489/,32626,United States of America
186f774c89771462b16a5ba95e60aed3,Cession 495,https://native-land.ca/maps/treaties/cession-495/,cession-495,#CB11CC,Cession 495,https://native-land.ca/maps/treaties/cession-495/,1939,United States of America
18a2288c934a13897f9c1b81edaba1f1,Cession 432,https://native-land.ca/maps/treaties/cession-432/,cession-432,#781144,Cession 432,https://native-land.ca/maps/treaties/cession-432/,98274,United States of America
1904a44a2ea9755d5ed40251ca53f756,Cession 351,https://native-land.ca/maps/treaties/cession-351/,cession-351,#D31155,Cession 351,https://native-land.ca/maps/treaties/cession-351/,62,United States of America
192bdc0685a0587d35e2b9e13abaa556,Cession 173,https://native-land.ca/maps/treaties/cession-173/,cession-173,#3400CC,Cession 173,https://native-land.ca/maps/treaties/cession-173/,25352,United States of America
196fcd9b417863861413bbd046ef81b1,Cession 172,https://native-land.ca/maps/treaties/cession-172/,cession-172,#160000,Cession 172,https://native-land.ca/maps/treaties/cession-172/,22103,United States of America
19d8ce96c798b44536116a937bcbc8f5,Cession 666,https://native-land.ca/maps/treaties/cession-666/,cession-666,#C122DD,Cession 666,https://native-land.ca/maps/treaties/cession-666/,123,United States of America
1a01aefa7ca16d7553f3f5f76582165c,Cession 239,https://native-land.ca/maps/treaties/cession-239/,cession-239,#942277,Cession 239,https://native-land.ca/maps/treaties/cession-239/,20,United States of America
1a04ee4d7e73fef71e1e2c81894d3ca2,Cession 306,https://native-land.ca/maps/treaties/cession-306/,cession-306,#100099,Cession 306,https://native-land.ca/maps/treaties/cession-306/,15215,United States of America
1a2ff0185c1f8cd0b6492399c4f5a896,Point No Point Treaty,https://native-land.ca/maps/treaties/point-no-point-treaty/,point-no-point-treaty,#B30055,Point No Point Treaty,https://native-land.ca/maps/treaties/point-no-point-treaty/,11107,United States of America
1a4f6a9caee9d9fbbf223a45fe65318b,Cession 199,https://native-land.ca/maps/treaties/cession-199/,cession-199,#EA2266,Cession 199,https://native-land.ca/maps/treaties/cession-199/,27,United States of America
1b7329bfa1d71f13d331de5a26f2bed8,Cession 28,https://native-land.ca/maps/treaties/cession-28/,cession-28,#4E0022,Cession 28,https://native-land.ca/maps/treaties/cession-28/,95,United States of America
1bec9d6fc7338d1ecb431ef6cfb4b4ac,Cession 196,https://native-land.ca/maps/treaties/cession-196/,cession-196,#081166,Cession 196,https://native-land.ca/maps/treaties/cession-196/,18,United States of America
1c1ce8501234b6eb16166e98eb4b0e47,Cession 511,https://native-land.ca/maps/treaties/cession-511/,cession-511,#5311EE,Cession 511,https://native-land.ca/maps/treaties/cession-511/,174076,United States of America
1c67fb4c22884897998c9700d1c5424d,Cession 27,https://native-land.ca/maps/treaties/cession-27/,cession-27,#6E2211,Cession 27,https://native-land.ca/maps/treaties/cession-27/,5,United States of America
1c8632fe17ed489b9e5b3c8a6912b3b2,Cession 77,https://native-land.ca/maps/treaties/cession-77/,cession-77,#3E0011,Cession 77,https://native-land.ca/maps/treaties/cession-77/,26531,United States of America
1df22fb4364699eb50d6c8b28389a805,Cession 206,https://native-land.ca/maps/treaties/cession-206-2/,cession-206,#5A00AA,Cession 206,https://native-land.ca/maps/treaties/cession-206-2/,10,United States of America
1efcc48399406a07cce3e8619c870b33,Cession 158,https://native-land.ca/maps/treaties/cession-158/,cession-158,#0300BB,Cession 158,https://native-land.ca/maps/treaties/cession-158/,2011,United States of America
1f02cbd7b34750dae66735f9033b1e9a,Cession 18,https://native-land.ca/maps/treaties/cession-18/,cession-18,#5911BB,Cession 18,https://native-land.ca/maps/treaties/cession-18/,349,United States of America
1f14e6f15204c4fbf43cd23d3dda08bd,Cession 560,https://native-land.ca/maps/treaties/cession-560/,cession-560,#C600EE,Cession 560,https://native-land.ca/maps/treaties/cession-560/,1252,United States of America
1f235463c73e419b754812d063018732,Cession 285,https://native-land.ca/maps/treaties/cession-285/,cession-285,#7E2266,Cession 285,https://native-land.ca/maps/treaties/cession-285/,3198,United States of America
1f39543d48553e2ee21727d77dda2c9e,Cession 321,https://native-land.ca/maps/treaties/cession-321/,cession-321,#A10011,Cession 321,https://native-land.ca/maps/treaties/cession-321/,2967,United States of America
1f3ed087ce6a9dcb385ad907ccd71334,Chahta (Choctaw),https://native-land.ca/maps/treaties/chahta-choctaw-2/,chahta,#B90033,Chahta (Choctaw),https://lh3.googleusercontent.com/-AMJ3wUcVHcE/TajoOZJaSII/AAAAAAAAZZE/8QKrHG9c7hQ/s2048-Ic42/Choctaw%252520Homeland.png,277487,United States of America
1f6e78f9fe4d7dda0dd050060e5eb543,Cession 593,https://native-land.ca/maps/treaties/cession-593/,cession-593,#E611DD,Cession 593,https://native-land.ca/maps/treaties/cession-593/,1482,United States of America
1f830afdb5956f54fb53dc82a75dd2d3,Cession 150a,https://native-land.ca/maps/treaties/cession-150a/,cession-150a,#DB1166,Cession 150a,https://native-land.ca/maps/treaties/cession-150a/,7245,United States of America
1f87ec5e6ca3b6e0f2bf59a6a4f2ccdd,Cession 320,https://native-land.ca/maps/treaties/cession-320/,cession-320,#0F2200,Cession 320,https://native-land.ca/maps/treaties/cession-320/,144,United States of America
1f95818015ee1767b42f5b8dbbf8ccc5,Cession 361,https://native-land.ca/maps/treaties/cession-361/,cession-361,#941133,Cession 361,https://native-land.ca/maps/treaties/cession-361/,4360,United States of America
1fd735234f7fd0c08b8f12c5317b2c06,Cession 40,https://native-land.ca/maps/treaties/cession-40/,cession-40,#AE00DD,Cession 40,https://native-land.ca/maps/treaties/cession-40/,222,United States of America
200a9ba842b50d1eaa6cff5465d3b12d,Cession 144,https://native-land.ca/maps/treaties/cession-144/,cession-144,#0211FF,Cession 144,https://native-land.ca/maps/treaties/cession-144/,17,United States of America
202a3048b385244158b92ba46f694c69,Cession 657,https://native-land.ca/maps/treaties/cession-657/,cession-657,#2C2211,Cession 657,https://native-land.ca/maps/treaties/cession-657/,35,United States of America
204f96bbe18af57ef8e41dde8e7cc339,Cession 607,https://native-land.ca/maps/treaties/cession-607/,cession-607,#941111,Cession 607,https://native-land.ca/maps/treaties/cession-607/,229,United States of America
20e33f2324357f65cbf1f49579ec13c5,Cession 715,https://native-land.ca/maps/treaties/cession-715/,cession-715,#AD0022,Cession 715,https://native-land.ca/maps/treaties/cession-715/,13333,United States of America
21097d5296e05b03a0764375ffa3c6e3,Cession 133,https://native-land.ca/maps/treaties/cession-133/,cession-133,#4F00AA,Cession 133,https://native-land.ca/maps/treaties/cession-133/,1043,United States of America
214d9a35bbcc891982777d0189f74c0a,Cession 252,https://native-land.ca/maps/treaties/cession-252/,cession-252,#2700FF,Cession 252,https://native-land.ca/maps/treaties/cession-252/,96,United States of America
218f8b70a9f402150ec0cec75fb48aa3,Cession 326,https://native-land.ca/maps/treaties/cession-326/,cession-326,#350022,Cession 326,https://native-land.ca/maps/treaties/cession-326/,1064,United States of America
21fe61a0c01ae50e616ab824b27d826f,Cession 276,https://native-land.ca/maps/treaties/cession-276/,cession-276,#A21144,Cession 276,https://native-land.ca/maps/treaties/cession-276/,1492,United States of America
221150b00799cd4138847818eaad70c2,Cession 73,https://native-land.ca/maps/treaties/cession-73/,cession-73,#512277,Cession 73,https://native-land.ca/maps/treaties/cession-73/,1634,United States of America
2215ab02d818c7c37e9ac8e34ce6aa80,Cession 349,https://native-land.ca/maps/treaties/cession-349/,cession-349,#0F11EE,Cession 349,https://native-land.ca/maps/treaties/cession-349/,19,United States of America
2228f43c6ab0dfef32fe2054887632bc,Cession 256,https://native-land.ca/maps/treaties/cession-256/,cession-256,#2D00FF,Cession 256,https://native-land.ca/maps/treaties/cession-256/,19,United States of America
2299fd837ca326b805b1dbfc927ddc40,Cession 600,https://native-land.ca/maps/treaties/cession-600/,cession-600,#7122AA,Cession 600,https://native-land.ca/maps/treaties/cession-600/,9183,United States of America
22dd44ff84a5d3f4dac53f7014e4c63a,Cession 586,https://native-land.ca/maps/treaties/cession-586/,cession-586,#E311AA,Cession 586,https://native-land.ca/maps/treaties/cession-586/,2173,United States of America
2300b8a736ca0ab50d2f38b5917c93e9,Cession 16,https://native-land.ca/maps/treaties/cession-16/,cession-16,#531199,Cession 16,https://native-land.ca/maps/treaties/cession-16/,92,United States of America
232474f05a13b0150202ec45cdc56b25,Cession 536,https://native-land.ca/maps/treaties/cession-536/,cession-536,#970066,Cession 536,https://native-land.ca/maps/treaties/cession-536/,11456,United States of America
2344e56d857a7dcff31bf66c1a2a9217,Cession 627,https://native-land.ca/maps/treaties/cession-627/,cession-627,#2B2299,Cession 627,https://native-land.ca/maps/treaties/cession-627/,540,United States of America
23a73c0786e84b214a59eb8901569cc9,Cession 10,https://native-land.ca/maps/treaties/cession-10/,cession-10,#D01155,Cession 10,https://native-land.ca/maps/treaties/cession-10/,362,United States of America
23ef8a5ef07c10ace60a9f146485ccb6,Cession 5,https://native-land.ca/maps/treaties/cession-5/,cession-5,#0B0033,Cession 5,https://native-land.ca/maps/treaties/cession-5/,32,United States of America
249b1ffe61a624825f242a5fe9d53110,Cession 718,https://native-land.ca/maps/treaties/cession-718/,cession-718,#A822AA,Cession 718,https://native-land.ca/maps/treaties/cession-718/,5648,United States of America
24d1f2f74e31d711a69f619e52f15ae6,Cession 194,https://native-land.ca/maps/treaties/cession-194/,cession-194,#9F22DD,Cession 194,https://native-land.ca/maps/treaties/cession-194/,30,United States of America
25071d0e4c7b6b09232ab68a6ae765ba,Cession 89,https://native-land.ca/maps/treaties/cession-89/,cession-89,#1B2288,Cession 89,https://native-land.ca/maps/treaties/cession-89/,14,United States of America
256eb2edf3dc0db384b5b47b522fa13c,Cession 219,https://native-land.ca/maps/treaties/cession-219-2/,cession-219,#8D0099,Cession 219,https://native-land.ca/maps/treaties/cession-219-2/,9856,United States of America
258eba8300875b7b516c315087c1af3c,Cession 617,https://native-land.ca/maps/treaties/cession-617/,cession-617,#5311DD,Cession 617,https://native-land.ca/maps/treaties/cession-617/,4362,United States of America
25d8a07a9145ff2ad31993e275882ad9,Cession 552,https://native-land.ca/maps/treaties/cession-552/,cession-552,#802277,Cession 552,https://native-land.ca/maps/treaties/cession-552/,2119,United States of America
25ebce7c3f5ef74c712b996a08d096c0,Cession 151,https://native-land.ca/maps/treaties/cession-151/,cession-151,#5B0022,Cession 151,https://native-land.ca/maps/treaties/cession-151/,45659,United States of America
25f51216162da51ccdfdee88a1a4dd1f,Cession 58,https://native-land.ca/maps/treaties/cession-58/,cession-58,#4A00CC,Cession 58,https://native-land.ca/maps/treaties/cession-58/,14,United States of America
2602a6b1f2ccb934548001a172111a9f,Cession 638,https://native-land.ca/maps/treaties/cession-638/,cession-638,#3F0044,Cession 638,https://native-land.ca/maps/treaties/cession-638/,5941,United States of America
27d75c90dc543231a0d680d25976ae6a,Cession 215,https://native-land.ca/maps/treaties/cession-215/,cession-215,#A00077,Cession 215,https://native-land.ca/maps/treaties/cession-215/,2,United States of America
27ebea44a008334e37ad3d8a6b5931d1,Cession 553,https://native-land.ca/maps/treaties/cession-553/,cession-553,#CB1177,Cession 553,https://native-land.ca/maps/treaties/cession-553/,25092,United States of America
282e270ad5b55e9d94e6cd3b24d4dfb9,Cession 376,https://native-land.ca/maps/treaties/cession-376/,cession-376,#7A1122,Cession 376,https://native-land.ca/maps/treaties/cession-376/,18,United States of America
28427a6d6966cac86fe3b96f0c769fd2,Cession 527,https://native-land.ca/maps/treaties/cession-527/,cession-527,#400044,Cession 527,https://native-land.ca/maps/treaties/cession-527/,355,United States of America
289f09c9bb286a2bd426b89bca7d7674,Cession 193,https://native-land.ca/maps/treaties/cession-193/,cession-193,#721122,Cession 193,https://native-land.ca/maps/treaties/cession-193/,87,United States of America
2906d7d4fd64e9f02fe54337401ad4fc,Cession 697,https://native-land.ca/maps/treaties/cession-697/,cession-697,#1200BB,Cession 697,https://native-land.ca/maps/treaties/cession-697/,673,United States of America
294739ef5010a7c11b245f401f0a3f20,Cession 13,https://native-land.ca/maps/treaties/cession-13/,cession-13,#551133,Cession 13,https://native-land.ca/maps/treaties/cession-13/,9,United States of America
296737c1dfbcaa1b9582c1755b9ea184,Cession 289,https://native-land.ca/maps/treaties/cession-289/,cession-289,#A22222,Cession 289,https://native-land.ca/maps/treaties/cession-289/,102344,United States of America
29fa3117fca17275ff16e19c7351a134,Cession 233,https://native-land.ca/maps/treaties/cession-233/,cession-233,#982277,Cession 233,https://native-land.ca/maps/treaties/cession-233/,7,United States of America
2b1336eca28eb0334bc51017e5e5c15d,Cession 689,https://native-land.ca/maps/treaties/cession-689/,cession-689,#9D2266,Cession 689,https://native-land.ca/maps/treaties/cession-689/,226297,United States of America
2b6afbaf56ace6f1be1adb4afd01f89c,Cession 327,https://native-land.ca/maps/treaties/cession-327/,cession-327,#581155,Cession 327,https://native-land.ca/maps/treaties/cession-327/,320,United States of America
2b851059aabb16a7ec14ea61677f6d32,Cession 584,https://native-land.ca/maps/treaties/cession-584/,cession-584,#3C2288,Cession 584,https://native-land.ca/maps/treaties/cession-584/,31235,United States of America
2c39982a9a0a626da56a0c4f4174f3cb,Cession 220,https://native-land.ca/maps/treaties/cession-220/,cession-220,#C700EE,Cession 220,https://native-land.ca/maps/treaties/cession-220/,683,United States of America
2c6ed7ecb17e1cdc71d760626c03b278,Cession 566,https://native-land.ca/maps/treaties/cession-566/,cession-566,#F01166,Cession 566,https://native-land.ca/maps/treaties/cession-566/,15344,United States of America
2cba48f77df2966b40ed44495ef6dce4,Cession 704,https://native-land.ca/maps/treaties/cession-704/,cession-704,#CB0077,Cession 704,https://native-land.ca/maps/treaties/cession-704/,1494,United States of America
2cf3038eb142690fb560e200f660c37e,Cession 148,https://native-land.ca/maps/treaties/cession-148/,cession-148,#822255,Cession 148,https://native-land.ca/maps/treaties/cession-148/,9096,United States of America
2d05965160242932c8da7fd78d17fb15,Cession 2,https://native-land.ca/maps/treaties/cession-2/,cession-2,#3A1133,Cession 2,https://native-land.ca/maps/treaties/cession-2/,127,United States of America
2e79ece020f087eead7bed851d11a9ce,Cession 295,https://native-land.ca/maps/treaties/cession-295/,cession-295,#470022,Cession 295,https://native-land.ca/maps/treaties/cession-295/,948,United States of America
2ee2c621c2885445fed0e8be062ffa46,Cession 603,https://native-land.ca/maps/treaties/cession-603/,cession-603,#4022CC,Cession 603,https://native-land.ca/maps/treaties/cession-603/,12323,United States of America
2ee3be3d6af452bd14ffd4f9c95c8a12,Cession 716,https://native-land.ca/maps/treaties/cession-716/,cession-716,#7022FF,Cession 716,https://native-land.ca/maps/treaties/cession-716/,28,United States of America
2ee42d896932f1d61d0b47bb5661a37b,Cession 41,https://native-land.ca/maps/treaties/cession-41/,cession-41,#7A00BB,Cession 41,https://native-land.ca/maps/treaties/cession-41/,13,United States of America
2f4432d4de95a4522278c5196b3e7e63,Cession 292,https://native-land.ca/maps/treaties/cession-292/,cession-292,#2122FF,Cession 292,https://native-land.ca/maps/treaties/cession-292/,1205,United States of America
3014a493801ad6b3ce3c05882c5424f3,Cession 720,https://native-land.ca/maps/treaties/cession-720/,cession-720,#651177,Cession 720,https://native-land.ca/maps/treaties/cession-720/,120,United States of America
309df07148bd6fc669aedf6fb3168d14,Cession 709,https://native-land.ca/maps/treaties/cession-709/,cession-709,#731199,Cession 709,https://native-land.ca/maps/treaties/cession-709/,2957,United States of America
30aee8fa923e3926c409b4b27b87d017,Cession 425,https://native-land.ca/maps/treaties/cession-425/,cession-425,#9700BB,Cession 425,https://native-land.ca/maps/treaties/cession-425/,1463,United States of America
31b4db091790a98e958ba5776e93ce1a,Cession 599,https://native-land.ca/maps/treaties/cession-599/,cession-599,#1F00FF,Cession 599,https://native-land.ca/maps/treaties/cession-599/,1496,United States of America
321d197ef7c0dfedb5db5c614520f7e4,Cession 76,https://native-land.ca/maps/treaties/cession-76/,cession-76,#FB0022,Cession 76,https://native-land.ca/maps/treaties/cession-76/,529,United States of America
323ac83f1050234760a4884ddbe47ac0,Cession 412,https://native-land.ca/maps/treaties/cession-412/,cession-412,#F511CC,Cession 412,https://native-land.ca/maps/treaties/cession-412/,8,United States of America
323bf6c4f37de276aac721d8c3d6b7c6,Cession 159,https://native-land.ca/maps/treaties/cession-159/,cession-159,#D822DD,Cession 159,https://native-land.ca/maps/treaties/cession-159/,24,United States of America
326722629b347934f3f3ea8e5b4ba4cf,Cession 291,https://native-land.ca/maps/treaties/cession-291/,cession-291,#5411AA,Cession 291,https://native-land.ca/maps/treaties/cession-291/,14098,United States of America
3279f50b6c17750df9da96309bd61490,Cession 510,https://native-land.ca/maps/treaties/cession-510/,cession-510,#6900BB,Cession 510,https://native-land.ca/maps/treaties/cession-510/,11769,United States of America
32c5df12279c8574dd2e2a7bce3a0678,Cession 631,https://native-land.ca/maps/treaties/cession-631/,cession-631,#390033,Cession 631,https://native-land.ca/maps/treaties/cession-631/,155,United States of America
337626fbecc1f594cb348b14aa4dc31c,Cession 673,https://native-land.ca/maps/treaties/cession-673/,cession-673,#9500AA,Cession 673,https://native-land.ca/maps/treaties/cession-673/,15,United States of America
337ad58895c48919a6f4fcb6cc0cb202,Cession 226,https://native-land.ca/maps/treaties/cession-226/,cession-226,#6811CC,Cession 226,https://native-land.ca/maps/treaties/cession-226/,970,United States of America
340684f0723d36ebf83782766112880b,Cession 180,https://native-land.ca/maps/treaties/cession-180/,cession-180,#341155,Cession 180,https://native-land.ca/maps/treaties/cession-180/,10345,United States of America
34108c1e2724c9cc021079ea24a573a3,Cession 636,https://native-land.ca/maps/treaties/cession-636/,cession-636,#3D2255,Cession 636,https://native-land.ca/maps/treaties/cession-636/,233,United States of America
342dbe8f79e1ed9311360074243dd84b,Cession 207,https://native-land.ca/maps/treaties/cession-207/,cession-207,#A40077,Cession 207,https://native-land.ca/maps/treaties/cession-207/,347,United States of America
344326e7c526dcd79608b6d001e389ed,Cession 240,https://native-land.ca/maps/treaties/cession-240/,cession-240,#3B1144,Cession 240,https://native-land.ca/maps/treaties/cession-240/,119,United States of America
344f98c26b4d1eb59796faf5d493a05c,Cession 555,https://native-land.ca/maps/treaties/cession-555/,cession-555,#B01100,Cession 555,https://native-land.ca/maps/treaties/cession-555/,13,United States of America
3561b299d7fa7667a669fdaac2c32cde,Cession 585,https://native-land.ca/maps/treaties/cession-585/,cession-585,#EC22FF,Cession 585,https://native-land.ca/maps/treaties/cession-585/,8641,United States of America
358cc2d8ab6edc65dd87b0fa12e09432,Cession 208,https://native-land.ca/maps/treaties/cession-208/,cession-208,#D32244,Cession 208,https://native-land.ca/maps/treaties/cession-208/,9,United States of America
35bc5d14d94e697d798342a5de57c0f5,Cession 410,https://native-land.ca/maps/treaties/cession-410/,cession-410,#C80044,Cession 410,https://native-land.ca/maps/treaties/cession-410/,48916,United States of America
364c2fa9b52bb992b257e260e15bf02f,Cession 498,https://native-land.ca/maps/treaties/cession-498/,cession-498,#4E00AA,Cession 498,https://native-land.ca/maps/treaties/cession-498/,90,United States of America
367fc7fd74d4739fd31848b6aa5ccc03,Cession 407,https://native-land.ca/maps/treaties/cession-407/,cession-407,#030088,Cession 407,https://native-land.ca/maps/treaties/cession-407/,250,United States of America
36fc64c5a769809c57b5353ba1a012be,Cession 710,https://native-land.ca/maps/treaties/cession-710/,cession-710,#A000CC,Cession 710,https://native-land.ca/maps/treaties/cession-710/,3393,United States of America
373416b3ed051559a68e807188890b53,Cession 319,https://native-land.ca/maps/treaties/cession-319/,cession-319,#6C0088,Cession 319,https://native-land.ca/maps/treaties/cession-319/,1788,United States of America
373994bdaab6764f27d4b16ed3f26253,Cession 602,https://native-land.ca/maps/treaties/cession-602/,cession-602,#3522AA,Cession 602,https://native-land.ca/maps/treaties/cession-602/,331,United States of America
37c8e0594c8fc324c3137e975a0143cf,Cession 93,https://native-land.ca/maps/treaties/cession-93/,cession-93,#292200,Cession 93,https://native-land.ca/maps/treaties/cession-93/,1232,United States of America
37cb5dda1d20e049e989e0ba0781d5de,Cession 582,https://native-land.ca/maps/treaties/cession-582/,cession-582,#5C0044,Cession 582,https://native-land.ca/maps/treaties/cession-582/,2203,United States of America
37cc4f3b23d7c7b4df8eede3cec31aa5,Cession 411,https://native-land.ca/maps/treaties/cession-411/,cession-411,#901133,Cession 411,https://native-land.ca/maps/treaties/cession-411/,1891,United States of America
38144002b43d8cc06d8a6f16e9b4923b,Cession 632,https://native-land.ca/maps/treaties/cession-632/,cession-632,#630011,Cession 632,https://native-land.ca/maps/treaties/cession-632/,74393,United States of America
38656f8a2a9faf7d1438f37ca020b907,"Treaty of Bowles Village, 1836",https://native-land.ca/maps/treaties/treaty-of-bowles-village-1836/,treaty-of-bowles-village-1836,#9722CC,"Treaty of Bowles Village, 1836",https://native-land.ca/maps/treaties/treaty-of-bowles-village-1836/,7211,United States of America
3882c19537bc918640174b5bc11d48d0,Cession 35,https://native-land.ca/maps/treaties/cession-35/,cession-35,#752255,Cession 35,https://native-land.ca/maps/treaties/cession-35/,48,United States of America
38b37b9f858f2b6ac6c4475cb42eac32,Cession 548,https://native-land.ca/maps/treaties/cession-548/,cession-548,#BE1177,Cession 548,https://native-land.ca/maps/treaties/cession-548/,48,United States of America
399fc3d12ccaa86321d0ff29c73b1f18,Cession 719,https://native-land.ca/maps/treaties/cession-719/,cession-719,#E711AA,Cession 719,https://native-land.ca/maps/treaties/cession-719/,13,United States of America
3a29ebbafce4ae5d13fb7159198b7ce6,Cession 254,https://native-land.ca/maps/treaties/cession-254/,cession-254,#8D00AA,Cession 254,https://native-land.ca/maps/treaties/cession-254/,8,United States of America
3a3df83c7f9dde16d01affa4e3cf0295,Cession 400,https://native-land.ca/maps/treaties/cession-400/,cession-400,#4800BB,Cession 400,https://native-land.ca/maps/treaties/cession-400/,366,United States of America
3a5d4deb9c2d6adaab8346994049dcba,Ute Mountain Ute,https://native-land.ca/maps/treaties/ute-mountain-ute/,ute-mountain-ute,#E50011,Ute Mountain Ute,https://native-land.ca/maps/treaties/ute-mountain-ute/,2332,United States of America
3a5ee1149a951ec1eb1c36cc3a5ddf0d,Cession 286,https://native-land.ca/maps/treaties/cession-286/,cession-286,#2C22FF,Cession 286,https://native-land.ca/maps/treaties/cession-286/,39189,United States of America
3a89adb336dda4e075edae0bd1adac10,Cession 42,https://native-land.ca/maps/treaties/cession-42-2/,cession-42,#170022,Cession 42,https://native-land.ca/maps/treaties/cession-42-2/,2150,United States of America
3b17bdbb1252cd81ebb17c6abd3e4da0,Cession 597,https://native-land.ca/maps/treaties/cession-597/,cession-597,#6B2200,Cession 597,https://native-land.ca/maps/treaties/cession-597/,86039,United States of America
3b357a1108134a42ce119c5c52c30bde,Cession 672,https://native-land.ca/maps/treaties/cession-672/,cession-672,#A611DD,Cession 672,https://native-land.ca/maps/treaties/cession-672/,72,United States of America
3b8962404e94d342723100c9b4ad791d,Cession 507,https://native-land.ca/maps/treaties/cession-507-2/,cession-507,#A10022,Cession 507,https://native-land.ca/maps/treaties/cession-507-2/,7719,United States of America
3c022ee538268efb30edbb30a367cee3,Cession 595,https://native-land.ca/maps/treaties/cession-595/,cession-595,#8511FF,Cession 595,https://native-land.ca/maps/treaties/cession-595/,467,United States of America
3c94071639b4817046862a7780ba83f6,Cession 450,https://native-land.ca/maps/treaties/cession-450/,cession-450,#A200FF,Cession 450,https://native-land.ca/maps/treaties/cession-450/,356,United States of America
3d6c652a57a47b84789963c9064266cf,Cession 393,https://native-land.ca/maps/treaties/cession-393/,cession-393,#B02266,Cession 393,https://native-land.ca/maps/treaties/cession-393/,269,United States of America
3dcb6a3365fbc3b7abe9e3f2e08d570d,Cession 145,https://native-land.ca/maps/treaties/cession-145/,cession-145,#4B2277,Cession 145,https://native-land.ca/maps/treaties/cession-145/,781,United States of America
3dcd7827cd872dd0864783e6d636ffa1,Cession 493,https://native-land.ca/maps/treaties/cession-493/,cession-493,#E411EE,Cession 493,https://native-land.ca/maps/treaties/cession-493/,6,United States of America
3e3295206aa5b39137cd5d42f1ba8c02,Cession 357,https://native-land.ca/maps/treaties/cession-357/,cession-357,#B211CC,Cession 357,https://native-land.ca/maps/treaties/cession-357/,41703,United States of America
3e5373a718a8c545f2fb6bf9fe15e306,Cession 694,https://native-land.ca/maps/treaties/cession-694/,cession-694,#8F0000,Cession 694,https://native-land.ca/maps/treaties/cession-694/,2578,United States of America
3e923b221a6ccf6fdd005f7475fbf2f5,Cession 312,https://native-land.ca/maps/treaties/cession-312/,cession-312,#2D0077,Cession 312,https://native-land.ca/maps/treaties/cession-312/,8274,United States of America
3eda3cd51a6ab555da8766515e855ccf,Cession 670,https://native-land.ca/maps/treaties/cession-670/,cession-670,#5B2222,Cession 670,https://native-land.ca/maps/treaties/cession-670/,67,United States of America
3eebdb307aeb56cb838e61b46e0a4a6b,Cession 391,https://native-land.ca/maps/treaties/cession-391/,cession-391,#1522DD,Cession 391,https://native-land.ca/maps/treaties/cession-391/,372,United States of America
