id,Name,description,Slug,color,FrenchName,FrenchDescription,area,ColonialEntity
4140e50ef7caff0e0d7de7663e1eb9eb,"Treaty 3 1/2, 1793",https://native-land.ca/maps/treaties/treaty-3-1-2-1793/,treaty-3-1-2-1793,#AC2244,"Treaty 3 1/2, 1793",https://native-land.ca/maps/treaties/treaty-3-1-2-1793/,283,Canada
436b7dd8655db136d5857b5ed6c36233,Point Elliott Treaty,https://native-land.ca/maps/treaties/point-elliott-treaty/,point-elliot-treaty,#FA2299,Point Elliott Treaty,https://native-land.ca/maps/treaties/point-elliott-treaty/,24103,United States of America
443a8aedc50dd18fac87b1ed24707ede,"Treaty 6, 1889",https://native-land.ca/maps/treaties/treaty-6-1889/,treaty61889,#C022CC,"Treaty 6, 1889",http://www.aadnc-aandc.gc.ca/fra/1370373165583/1370373202340,32223,Canada
46ea8fc06494de19e571ef0d17f41958,James Bay Treaty No.9 (Adhesions in 1905 and 1906),https://native-land.ca/maps/treaties/james-bay-treaty-no-9-adhesions-in-1905-and-1906/,james-bay-treaty-no-9-adhesions-in-1905-and-1906,#5900BB,James Bay Treaty No.9 (Adhesions in 1905 and 1906),https://native-land.ca/maps/treaties/james-bay-treaty-no-9-adhesions-in-1905-and-1906/,231282,Canada
4793a0700c594e3868bfc2847d51ea72,Kwanlin Dun,https://native-land.ca/maps/treaties/kwanlin-dun-2/,kwanlindun,#DB22BB,Kwanlin Dun,https://www.aadnc-aandc.gc.ca/fra/1294416351481/1294416449299,18560,Canada
48d786dfa1483a3fea2472a8aa7a1834,"Crawford Purchase, 1783",https://native-land.ca/maps/treaties/crawford-purchase-1783/,crawford-purchase-1783,#AA1122,"Crawford Purchase, 1783",http://www.pc.gc.ca/apps/dfhd/page_nhs_fra.aspx?id=1212,12320,Canada
49ce662d933fbb4a0ec4af6730a4e8fc,John Collins’ Purchase 1785,https://native-land.ca/maps/treaties/john-collins-purchase-1785/,john-collins-purchase-1785,#4B1155,John Collins’ Purchase 1785,https://www.aadnc-aandc.gc.ca/fra/1100100029000/1100100029002?=undefined&wbdisable=true,324,Canada
5014e48825ca69a9ad55b660995a2751,Teslin Tlingit Council Final Agreements,https://native-land.ca/maps/treaties/teslin-tlingit-council-final-agreements/,nisgaa,#A31177,Teslin Tlingit Council Final Agreements,https://www.aadnc-aandc.gc.ca/fra/1297212747034/1297212802068,28020,Canada
5237469fdc122d8f3bacc83240f70443,"Treaty 20, 1818",https://native-land.ca/maps/treaties/treaty-20-1818/,treaty-20-1818,#192299,"Treaty 20, 1818",https://native-land.ca/maps/treaties/treaty-20-1818/,9589,Canada
5274a1280e7267c527545f5cb8c4fcd2,Cession 695,https://native-land.ca/maps/treaties/cession-695/,cession-695,#822288,Cession 695,https://native-land.ca/maps/treaties/cession-695/,8910,Canada
553449dc4ce7b30cd176fceabc83b037,Eeyou Marine Region Lands Claims Agreement,https://native-land.ca/maps/treaties/eeyou-marine-region-lands-claims-agreement/,jamesBay,#8500FF,Eeyou Marine Region Lands Claims Agreement,http://www.gcc.ca/pdf/LEG000000006.pdf,921734,Canada
5eb688064ddfda8b84a967811b34eee3,Sahtu Dene and Metis Comprehensive Agreement,https://native-land.ca/maps/treaties/sahtu-dene-and-metis-comprehensive-agreement/,sahtuDene,#7622DD,Sahtu Dene and Metis Comprehensive Agreement,https://www.aadnc-aandc.gc.ca/fra/1100100031147/1100100031164,315216,Canada
https://native-land.ca/maps/treaties/cession-53/,Cession 53,https://native-land.ca/maps/treaties/cession-53/,cession-53,#A52266,Cession 53,https://native-land.ca/maps/treaties/cession-53/,7601,United States of America
6b75f960046e6b9ee15d922de1feb080,Cession 214,https://native-land.ca/maps/treaties/cession-214/,cession-214,#2500FF,Cession 214,https://native-land.ca/maps/treaties/cession-214/,28,Canada
74abc659d4c1b9d9b3a08056a132b772,Eeyou Marine Region Lands Claims Agreement,https://native-land.ca/maps/treaties/eeyou-marine-region-lands-claims-agreement-2/,eeyou-marine-region,#F500DD,Eeyou Marine Region Lands Claims Agreement,#8500FF,51624,Canada
756ab94fb24bd5893ae28c9c11c3a007,Nunavik Inuit Land Claims Agreement,https://native-land.ca/maps/treaties/nunavik-inuit-land-claims-agreement/,nunavik-inuit-land-claims-agreement,#6922CC,Nunavik Inuit Land Claims Agreement,http://www.aadnc-aandc.gc.ca/fra/1320425236476/1320425393532,842502,Canada
7a4406d7c0d77e871a0e82f1440afb66,"Treaty 16, 1815",https://native-land.ca/maps/treaties/treaty-16-1815/,treaty-16-1815,#6911BB,"Treaty 16, 1815",https://native-land.ca/maps/treaties/treaty-16-1815/,1271,Canada
7ae6553188d3a76b138d9d23666cea63,"Treaty 11, 1798",https://native-land.ca/maps/treaties/treaty-11-1798/,treaty-11-1798,#511111,"Treaty 11, 1798",https://native-land.ca/maps/treaties/treaty-11-1798/,565,Canada
7af89b3222d0fed9705b28787d3bc58f,Cession 373,https://native-land.ca/maps/treaties/cession-373/,cession-373,#0C00AA,Cession 373,https://native-land.ca/maps/treaties/cession-373/,67822,United States of America
876bde608ac5e0a9fb8315ed52ea70ee,Nunatsiavut Land Claims Agreement,https://native-land.ca/maps/treaties/nunatsiavut-land-claims-agreement/,nunatsiavut,#D800AA,Nunatsiavut Land Claims Agreement,https://www.aadnc-aandc.gc.ca/fra/1293647179208/1293647660333,115071,Canada
https://native-land.ca/maps/treaties/cession-261/,Cession 261,https://native-land.ca/maps/treaties/cession-261/,cession-261,#301155,Cession 261,https://native-land.ca/maps/treaties/cession-261/,77349,United States of America
8da59e4c0532428dd708c76608f59171,Traité Huron-Britannique de 1760,https://native-land.ca/maps/treaties/nionwentsio-1670-murray-treaty/,nionwetsio,#532200,Traité Huron-Britannique de 1760,https://native-land.ca/maps/treaties/nionwentsio-1670-murray-treaty/,63960,Canada
8edcc3b83e37aac35a5009274a9591a2,Williams (1923),https://native-land.ca/maps/treaties/williams-1923/,williams,#C622BB,Williams (1923),http://www.aadnc-aandc.gc.ca/fra/1370373165583/1370373202340,48747,Canada
903a01bdc7424b904f0bf9b4b195d777,"Treaty 22, 1820",https://native-land.ca/maps/treaties/treaty-22-1820/,treaty-22-1820,#922288,"Treaty 22, 1820",https://native-land.ca/maps/treaties/treaty-22-1820/,44,Canada
90f9aa355b4f6017f4f33d469c5b5c57,Little Salmon/Carmacks,https://native-land.ca/maps/treaties/little-salmon-carmacks-2/,littleSalmon,#B72288,Little Salmon/Carmacks,"http://www.lscfn.ca/,https://www.aadnc-aandc.gc.ca/fra/1100100030728/1100100030730",22554,Canada
9cbf13b9d58a28a81624a497d13bc54c,Tr’ondëk Hwëch’in,https://native-land.ca/maps/treaties/trondek-hwechin-2/,trondek,#4B1166,Tr’ondëk Hwëch’in,http://www.trondek.ca/,69220,Canada
9d237a5788b4ab0c513582918a187511,"Treaty 2, 1790",https://native-land.ca/maps/treaties/treaty-2-1790/,treaty-2-1790,#6E0022,"Treaty 2, 1790",https://native-land.ca/maps/treaties/treaty-2-1790/,6671,Canada
a0963abc352b926b5bb8af9e60d2bc21,"Treaty 29, 1827",https://native-land.ca/maps/treaties/treaty-29-1827/,treaty-29-1827,#210099,"Treaty 29, 1827",https://native-land.ca/maps/treaties/treaty-29-1827/,9003,Canada
a1b1d70f150bf54bd9ea911b2e342b55,Vuntut Gwich'in,https://native-land.ca/maps/treaties/vuntut-gwitchin-2/,vuntut,#D300AA,Vuntut Gwich'in,https://native-land.ca/maps/treaties/vuntut-gwitchin-2/,93073,Canada
https://native-land.ca/maps/treaties/cession-205/,Cession 205,https://native-land.ca/maps/treaties/cession-205/,cession-205,#9D11EE,Cession 205,https://native-land.ca/maps/treaties/cession-205/,100355,United States of America
a4ed6ee54ba0c43d5d425f31e9db4f8c,"Treaty 5, 1875",https://native-land.ca/maps/treaties/treaty-5-1875/,treaty51875,#8722AA,"Treaty 5, 1875",http://www.aadnc-aandc.gc.ca/fra/1370373165583/1370373202340,165525,Canada
a7af80529754de7640f05b1d316e0eed,Nunavut Land Claims Agreement,https://native-land.ca/maps/treaties/nunavut-land-claims-agreement/,nunavut,#AC1199,Nunavut Land Claims Agreement,https://www.aadnc-aandc.gc.ca/fra/1293647179208/1293647660333,3431013,Canada
a8c91cc2f489734bf01db5f5c1457b0d,"Robinson-Huron (Treaty 61, 1850)",https://native-land.ca/maps/treaties/robinson-huron-treaty-61-1850/,robinsonHuron,#9c0ef5,"Robinson-Huron (Treaty 61, 1850)",https://native-land.ca/maps/treaties/robinson-huron-treaty-61-1850/,94997,Canada
abbb405e297753460040d1426de31738,"YKDFN: Chief Drygeese Territories (1900 & 1920, Treaty 8)",https://native-land.ca/maps/treaties/ykdfn-chief-drygeese-territories-1900-1920-treaty-8/,chief-drygeese,#910066,"YKDFN: Chief Drygeese Territories (1900 & 1920, Treaty 8)",https://www.aadnc-aandc.gc.ca/DAM/DAM-INTER-NWT/STAGING/texte-text/consult-map_1366755518930_eng.pdf,85665,Canada
add27d5a7be43cb269301e2f106e3109,"Treaty 13A, 1805/Head of the Lake Purchase",https://native-land.ca/maps/treaties/treaty-13a-1805/,treaty-13A-1805,#5211EE,"Treaty 13A, 1805/Head of the Lake Purchase",https://native-land.ca/maps/treaties/treaty-13a-1805/,896,Canada
adfa2813a6d911f10e1e7dfc4883719d,Cession 217,https://native-land.ca/maps/treaties/cession-217/,cession-217,#861122,Cession 217,https://native-land.ca/maps/treaties/cession-217/,20,Canada
af88aedabe4c0b0eede2bf94303903e1,Nisga’a Nation,https://native-land.ca/maps/treaties/nisgaa-nation/,nisgaa,#B81100,Nisga’a Nation,https://www.aadnc-aandc.gc.ca/fra/1297212747034/1297212802068,2019,Canada
b41ee2b912d19fee355c3c7a8a8b00be,The Northeastern Quebec Agreement,https://native-land.ca/maps/treaties/the-northeastern-quebec-agreement/,the-northeastern-quebec-agreement,#AB2222,The Northeastern Quebec Agreement,https://native-land.ca/maps/treaties/the-northeastern-quebec-agreement/,106506,Canada
b501f89bdea6891b9d74df4d3715727e,Maa-nulth,https://native-land.ca/maps/treaties/maa-nulth/,maa-nulth,#0ff57c,Maa-nulth,https://native-land.ca/maps/treaties/maa-nulth/,5516,Canada
b552000a3bceb46cf6e206d383dbc4c1,"Treaty 18, 1818",https://native-land.ca/maps/treaties/treaty-18-1818/,treaty-18-1818,#9E2244,"Treaty 18, 1818",https://native-land.ca/maps/treaties/treaty-18-1818/,5522,Canada
b6fa1154e0f25c03914eaffbf5577f0d,Cession 706,https://native-land.ca/maps/treaties/cession-706/,cession-706,#9C2299,Cession 706,https://native-land.ca/maps/treaties/cession-706/,14871,Canada
https://native-land.ca/maps/treaties/cession-111/,Cession 111,https://native-land.ca/maps/treaties/cession-111/,cession-111,#A50022,Cession 111,https://native-land.ca/maps/treaties/cession-111/,46402,United States of America
b886a313489f2073eee8079b3304f1c9,Gwitch’in Comprehensive Land Claims Agreement,https://native-land.ca/maps/treaties/gwitchin-comprehensive-land-claims-agreement/,http://www.aadnc-aandc.gc.ca/eng/1320425236476/1320425393532,#311155,Gwitch’in Comprehensive Land Claims Agreement,"http://www.daair.gov.nt.ca/_live/pages/wpPages/Gwich'inLandClaim.aspx,https://www.aadnc-aandc.gc.ca/fra/1427294051464/1427294299170",29725,Canada
b930be21213cfe3b03559ba27780ca23,"Treaty 72, 1854",https://native-land.ca/maps/treaties/treaty-72-1854/,treaty-72-1854,#AE11BB,"Treaty 72, 1854",https://native-land.ca/maps/treaties/treaty-72-1854/,4009,Canada
bb319487f7007c7081e5a52aeda892a6,"Saugeen Treaty 45 1/2, 1836",https://native-land.ca/maps/treaties/saugeen-treaty-45-1-2-1836/,treaty-45-1-2-1836,#D10077,"Saugeen Treaty 45 1/2, 1836",https://www.aadnc-aandc.gc.ca/fra/1370372152585/1370372222012#ucls23,6645,Canada
bf45be8badd344b99e0cadd7eefa4684,Treaty 4,https://native-land.ca/maps/treaties/treaty-4/,treaty4,#5D22AA,Treaty 4,http://www.aadnc-aandc.gc.ca/fra/1370373165583/1370373202340,192979,Canada
c149fd964006c635ee6a8da03690ca75,"Penetanguishene Treaty 5, 1798",https://native-land.ca/maps/treaties/penetanguishene-treaty-5-1798/,treaty-5-1798,#931100,"Penetanguishene Treaty 5, 1798",https://native-land.ca/maps/treaties/penetanguishene-treaty-5-1798/,592,Canada
c6fb8f36be9d56d3845e5edfcfcac323,Peace and Friendship,https://native-land.ca/maps/treaties/peace-and-friendship/,peaceAndFriendship,#AA22EE,Peace and Friendship,http://www.aadnc-aandc.gc.ca/fra/1100100028589/1100100028591,263988,Canada
c8aa159dc1a2982b6b770656d26dc0f2,Cession 532,https://native-land.ca/maps/treaties/cession-532-2/,cession-532,#442200,Cession 532,https://native-land.ca/maps/treaties/cession-532-2/,12006,United States of America
cddde8af11bff46a7babed511f9c6e46,Niagara Purchase Treaty 381,https://native-land.ca/maps/treaties/niagara-purchase-treaty-381/,Treaty-381-1781,#ED00FF,Niagara Purchase Treaty 381,https://native-land.ca/maps/treaties/niagara-purchase-treaty-381/,657,Canada
d053ebaed6fadf56d236040b98b78f21,"Treaty 6, 1876",https://native-land.ca/maps/treaties/treaty-6-1876/,treaty61876,#B511CC,"Treaty 6, 1876",http://www.aadnc-aandc.gc.ca/fra/1370373165583/1370373202340,299814,Canada
d0b54fd5c31c49a6999a8c78059b0b6c,Selkirk,https://native-land.ca/maps/treaties/selkirk-2/,selkirk,#FA0088,Selkirk,http://www.selkirkfn.ca/,40724,Canada
d0c311def3f4baa6f974edff6f6c0664,Cession 446,https://native-land.ca/maps/treaties/cession-446/,cession-446,#351177,Cession 446,https://native-land.ca/maps/treaties/cession-446/,14871,United States of America
d3a38883acde64d0354ca72a219b288b,"Treaty 35, 1833",https://native-land.ca/maps/treaties/treaty-35-1833/,treaty-35-1833,#821111,"Treaty 35, 1833",https://native-land.ca/maps/treaties/treaty-35-1833/,298,Canada
d50168ae7b7961d1140cc64875334581,Carcross/Tagish,https://native-land.ca/maps/treaties/carcross-tagish-2/,carcross,#A20033,Carcross/Tagish,"http://www.ctfn.ca/,https://www.aadnc-aandc.gc.ca/fra/1100100030664/1100100030681",10479,Canada
d58c27301189f4be3fd2765adc0566df,"Treaty 23, 1820",https://native-land.ca/maps/treaties/treaty-23-1820/,treaty-23-1820,#DA2266,"Treaty 23, 1820",https://native-land.ca/maps/treaties/treaty-23-1820/,7,Canada
d81b231849b32e9555507e25814289e5,Treaty 1,https://native-land.ca/maps/treaties/treaty-1/,treaty1,#4D0000,Treaty 1,http://www.aadnc-aandc.gc.ca/fra/1370373165583/1370373202340,50384,Canada
e3512d44c76722da6a48bb1924fbb84a,"Sombra Township, Treaty 7, 1796",https://native-land.ca/maps/treaties/sombra-township-treaty-7-1796/,treaty-7-1796,#562200,"Sombra Township, Treaty 7, 1796",http://www.aadnc-aandc.gc.ca/fra/1370373165583/1370373202340,608,Canada
e403ce8cc91b171a17d5d1ced28d98ac,"London Township, Treaty 6",https://native-land.ca/maps/treaties/london-township-treaty-6/,treaty-6-1796,#EC0088,"London Township, Treaty 6",https://www.aadnc-aandc.gc.ca/fra/1370372152585/1370372222012#ucls14,669,Canada
e429ed0205b1117cfeb2c158a0493a7b,Na-cho Nyak Dun,https://native-land.ca/maps/treaties/na-cho-nyak-dun-2/,nacho,#7D2277,Na-cho Nyak Dun,http://www.nndfn.com/,137668,Canada
e453085a214cae1c0d2e66d0f160592f,Cession 250,https://native-land.ca/maps/treaties/cession-250/,cession-250,#4622FF,Cession 250,https://native-land.ca/maps/treaties/cession-250/,3,Canada
e4e092bfc5a4b2167c168823a344bec9,"Treaty 27, 1819",https://native-land.ca/maps/treaties/treaty-27-1819/,treaty-27-1819,#5F0055,"Treaty 27, 1819",https://native-land.ca/maps/treaties/treaty-27-1819/,12309,Canada
e51bea03aba24998f9567fa2d1e0ae49,James Bay Northern Quebec Agreement,https://native-land.ca/maps/treaties/james-bay-northern-quebec-agreement/,james-bay-northern-quebec-agreement,#211122,James Bay Northern Quebec Agreement,https://native-land.ca/maps/treaties/james-bay-northern-quebec-agreement/,932538,Canada
e83d654498a78569cc51381ca5ec1571,Champagne & Aishihik,https://native-land.ca/maps/treaties/champagne-aishihik-2/,champagne,#2C0066,Champagne & Aishihik,"http://cafn.ca/,https://www.aadnc-aandc.gc.ca/fra/1100100030683/1100100030691",31028,Canada
e8fd58ce5ad86fbbb0c9fb2120a9bc3a,"Treaty 5, 1908",https://native-land.ca/maps/treaties/treaty-5-1908/,treaty51908,#760066,"Treaty 5, 1908",http://www.aadnc-aandc.gc.ca/fra/1370373165583/1370373202340,340112,Canada
eb347872a7965c7f227556f0c912de74,Cession 565,https://native-land.ca/maps/treaties/cession-565/,cession-565,#FD1199,Cession 565,https://native-land.ca/maps/treaties/cession-565/,81237,United States of America
f1797d84996311439a941e005b152880,"Treaty 21, 1819",https://native-land.ca/maps/treaties/treaty-21-1819/,treaty-21-1819,#D21100,"Treaty 21, 1819",https://native-land.ca/maps/treaties/treaty-21-1819/,2176,Canada
f1f406d033d735e54b8d56ad424c3732,Treaty 57,https://native-land.ca/maps/treaties/treaty-57/,crawford-purchase-B1-1783,#4000AA,Treaty 57,https://native-land.ca/maps/treaties/treaty-57/,7732,Canada
https://native-land.ca/maps/treaties/cession-29/,Cession 29,https://native-land.ca/maps/treaties/cession-29/,cession-29,#D622DD,Cession 29,https://native-land.ca/maps/treaties/cession-29/,16126,United States of America
f36ba569577065094e18df934f71c5c5,"Manitoulin Island Treaty 45, 1836",https://native-land.ca/maps/treaties/manitoulin-island-treaty-45-1836/,treaty-45-1836,#FD1133,"Manitoulin Island Treaty 45, 1836",https://www.aadnc-aandc.gc.ca/fra/1370372152585/1370372222012#ucls22,4531,Canada
f93b7510f39cf4c740ab7abcc70ea4fc,Treaty 10,https://native-land.ca/maps/treaties/treaty-10/,treaty10,#7A1188,Treaty 10,http://www.aadnc-aandc.gc.ca/fra/1370373165583/1370373202340,204937,Canada
f94779fd6e2c2dbb49a2a6c50f58098a,Tetlit Gwich’in,https://native-land.ca/maps/treaties/tetlit-gwichin-2/,tetlit,#9000BB,Tetlit Gwich’in,http://gwichintribalcouncil.com/tetlit-gwichin-council/,38291,Canada
fa6bd2b40792b954dcde982808b8dd81,"Treaty 3, 1792",https://native-land.ca/maps/treaties/treaty-3-1792/,treaty-3-1792,#3F1166,"Treaty 3, 1792",https://native-land.ca/maps/treaties/treaty-3-1792/,8544,Canada
fd068bdf154235c2ca98bff8817822c9,Inuvialuit Final Agreement,https://native-land.ca/maps/treaties/inuvialuit-final-agreement/,inuvialuit,#4500FF,Inuvialuit Final Agreement,"http://www.daair.gov.nt.ca/_live/pages/wpPages/Gwich'inLandClaim.aspx,https://www.aadnc-aandc.gc.ca/fra/1427294051464/1427294299170",1081101,Canada
00fcdad8447dc1ff8c64586a842d0660,Cession 259,https://native-land.ca/maps/treaties/cession-259-2/,cession-259,#F71133,Cession 259,https://native-land.ca/maps/treaties/cession-259-2/,377,United States of America
013b4af0c6e06b50837674b68fce2502,Cession 535,https://native-land.ca/maps/treaties/cession-535/,cession-535,#572266,Cession 535,https://native-land.ca/maps/treaties/cession-535/,411,United States of America
01b76e36e1f3bb0a2bbe4ea05d4fee07,Cession 523,https://native-land.ca/maps/treaties/cession-523/,cession-523,#DB2299,Cession 523,https://native-land.ca/maps/treaties/cession-523/,11517,United States of America
01d132d064a6ca42c1f5c2667e27d12b,Cession 449,https://native-land.ca/maps/treaties/cession-449/,cession-449,#8B00CC,Cession 449,https://native-land.ca/maps/treaties/cession-449/,37,United States of America
02349591440663b2d0c64af87676db0d,Cession 139,https://native-land.ca/maps/treaties/cession-139/,cession-139,#4800FF,Cession 139,https://native-land.ca/maps/treaties/cession-139/,24,United States of America
0327fd67c2bf65ac3513f4f13d95b1ea,Cession 110,https://native-land.ca/maps/treaties/cession-110/,cession-110,#AD2200,Cession 110,https://native-land.ca/maps/treaties/cession-110/,55653,United States of America
032c0f00725d452efb59002e7579098c,Cession 177,https://native-land.ca/maps/treaties/cession-177/,cession-177,#781100,Cession 177,https://native-land.ca/maps/treaties/cession-177/,9522,United States of America
03e8d15b1fdcf08ae049b7394f11b7b7,Cession 341,https://native-land.ca/maps/treaties/cession-341/,cession-341,#1500DD,Cession 341,https://native-land.ca/maps/treaties/cession-341/,11,United States of America
03f65c022253b49d1df31d96843bb42e,Cession 413,https://native-land.ca/maps/treaties/cession-413/,cession-413,#0F2277,Cession 413,https://native-land.ca/maps/treaties/cession-413/,1210,United States of America
040738a788081fc7a012b5bee7ae30eb,Cession 427,https://native-land.ca/maps/treaties/cession-427/,cession-427,#BF00FF,Cession 427,https://native-land.ca/maps/treaties/cession-427/,160,United States of America
04d7066f21ce997fd2e8ba759e1771dc,Cession 540a,https://native-land.ca/maps/treaties/cession-540a/,cession-540a,#D500BB,Cession 540a,https://native-land.ca/maps/treaties/cession-540a/,2935,United States of America
04ddaee7216370373deaa95b07c89b35,Cession 688,https://native-land.ca/maps/treaties/cession-688/,cession-688,#AB1199,Cession 688,https://native-land.ca/maps/treaties/cession-688/,348029,United States of America
04e6b30dfffb483dbdea694f5fcad7e1,Cession 559,https://native-land.ca/maps/treaties/cession-559/,cession-559,#4422FF,Cession 559,https://native-land.ca/maps/treaties/cession-559/,8,United States of America
05a978213df266c1f8ddc8da3b085c4b,"Medicine Creek Treaty, 1854",https://native-land.ca/maps/treaties/cession-345/,cession-345,#0000EE,"Medicine Creek Treaty, 1854",https://native-land.ca/maps/treaties/cession-345/,7642,United States of America
0638a01c8de45096f779e04fc564e492,Cession 303,https://native-land.ca/maps/treaties/cession-303/,cession-303,#921155,Cession 303,https://native-land.ca/maps/treaties/cession-303/,714,United States of America
0698c2502327f59256bfeff05038f60b,Cession null,https://native-land.ca/maps/treaties/cession-null/,cession-null,#4722DD,Cession null,https://native-land.ca/maps/treaties/cession-null/,8027,United States of America
069c031f4774138f2c85da303ff510c4,Cession 646,https://native-land.ca/maps/treaties/cession-646/,cession-646,#5F22DD,Cession 646,https://native-land.ca/maps/treaties/cession-646/,1703,United States of America
073784ac7ba556e9be8fa969f92baacc,Cession 331,https://native-land.ca/maps/treaties/cession-331/,cession-331,#9611BB,Cession 331,https://native-land.ca/maps/treaties/cession-331/,78,United States of America
078e16719383c36bd37a5ff21bad2a98,Cession 605,https://native-land.ca/maps/treaties/cession-605/,cession-605,#961177,Cession 605,https://native-land.ca/maps/treaties/cession-605/,4,United States of America
0796b385004797478d75ae97f7f1e192,Cession 175,https://native-land.ca/maps/treaties/cession-175/,cession-175,#751100,Cession 175,https://native-land.ca/maps/treaties/cession-175/,22039,United States of America
07af6660659bd504eb21a6bbdef351d0,Cession 532,https://native-land.ca/maps/treaties/cession-532/,cession-532,#951177,Cession 532,https://native-land.ca/maps/treaties/cession-532/,7963,United States of America
07cc3b4dcf1b04c17c18d84dc0a327b0,Cession 598,https://native-land.ca/maps/treaties/cession-598/,cession-598,#870088,Cession 598,https://native-land.ca/maps/treaties/cession-598/,29039,United States of America
083811962ac71ccde7f2c8502c67d196,Cession 491,https://native-land.ca/maps/treaties/cession-491/,cession-491,#BA2277,Cession 491,https://native-land.ca/maps/treaties/cession-491/,2612,United States of America
085876bab91768586c585eb0e207d325,Cession 530,https://native-land.ca/maps/treaties/cession-530/,cession-530,#672211,Cession 530,https://native-land.ca/maps/treaties/cession-530/,19465,United States of America
090dce3f9173e11ed642b788f776fa52,Cession 385,https://native-land.ca/maps/treaties/cession-385/,cession-385,#DB22AA,Cession 385,https://native-land.ca/maps/treaties/cession-385/,813,United States of America
0955b587d11b0d23bc487eaf4d37f8f8,Cession 423,https://native-land.ca/maps/treaties/cession-423/,cession-423,#071166,Cession 423,https://native-land.ca/maps/treaties/cession-423/,81,United States of America
09d80093e28166af02ca9a0dcc1e8efb,Cession 468,https://native-land.ca/maps/treaties/cession-468/,cession-468,#6B0022,Cession 468,https://native-land.ca/maps/treaties/cession-468/,1525,United States of America
0a1e2889bd086c36ce3d228d85dbfbc9,Cession 518,https://native-land.ca/maps/treaties/cession-518/,cession-518,#DD0022,Cession 518,https://native-land.ca/maps/treaties/cession-518/,13380,United States of America
0a32baabe72aa52b410211353034d01b,Cession 223,https://native-land.ca/maps/treaties/cession-223/,cession-223,#DF0000,Cession 223,https://native-land.ca/maps/treaties/cession-223/,24,United States of America
0a5d1d28a7e828b45d339c0de5bfe635,Cession 522,https://native-land.ca/maps/treaties/cession-522/,cession-522,#C911AA,Cession 522,https://native-land.ca/maps/treaties/cession-522/,98,United States of America
0a629018af589778a8a7f98fae065091,Cession 401,https://native-land.ca/maps/treaties/cession-401/,cession-401,#D511CC,Cession 401,https://native-land.ca/maps/treaties/cession-401/,3804,United States of America
0afa32671eba89c537fb91d7b0f42f3d,Cession 8,https://native-land.ca/maps/treaties/cession-8/,cession-8,#4A2200,Cession 8,https://native-land.ca/maps/treaties/cession-8/,11193,United States of America
0bdb162a67cd5a17f79268536d940590,Cession 577,https://native-land.ca/maps/treaties/cession-577/,cession-577,#F900DD,Cession 577,https://native-land.ca/maps/treaties/cession-577/,10,United States of America
0be43a7f930627cab83cceeab84274ee,Cession 432,https://native-land.ca/maps/treaties/cession-432-2/,cession-432,#AB1166,Cession 432,https://native-land.ca/maps/treaties/cession-432-2/,2771,United States of America
0ca163a5478dd7c91dfdde9a77d49811,Cession 352,https://native-land.ca/maps/treaties/cession-352/,cession-352,#A300FF,Cession 352,https://native-land.ca/maps/treaties/cession-352/,32681,United States of America
0d101a2e94c321b2683f82a37d8c8b4a,Cession 458,https://native-land.ca/maps/treaties/cession-458/,cession-458,#1B11CC,Cession 458,https://native-land.ca/maps/treaties/cession-458/,19817,United States of America
0d9917bfd3eac09d0d5b0d531e2012a6,Cession 621,https://native-land.ca/maps/treaties/cession-621/,cession-621,#F422EE,Cession 621,https://native-land.ca/maps/treaties/cession-621/,11375,United States of America
0dee766658eee7d20a9c2e6e5911ef44,Cession 202,https://native-land.ca/maps/treaties/cession-202/,cession-202,#CB11BB,Cession 202,https://native-land.ca/maps/treaties/cession-202/,4696,United States of America
0e463653b7855cf982188895dd5100f1,Cession 512,https://native-land.ca/maps/treaties/cession-512/,cession-512,#1711BB,Cession 512,https://native-land.ca/maps/treaties/cession-512/,159,United States of America
0e7fdafdf77e788ce57f9e777a6ad45f,Cession 154,https://native-land.ca/maps/treaties/cession-154/,cession-154,#091133,Cession 154,https://native-land.ca/maps/treaties/cession-154/,107,United States of America
0ec4126ef8807dc309f77fe7dcb301c1,Cession 262,https://native-land.ca/maps/treaties/cession-262/,cession-262,#DA0022,Cession 262,https://native-land.ca/maps/treaties/cession-262/,48455,United States of America
0eca2e529377859554d691e533cccb09,Cession 662,https://native-land.ca/maps/treaties/cession-662/,cession-662,#BC00CC,Cession 662,https://native-land.ca/maps/treaties/cession-662/,65,United States of America
1023c89d8bc9a87148e1fbd0caa7667b,Cession 131,https://native-land.ca/maps/treaties/cession-131/,cession-131,#3F1133,Cession 131,https://native-land.ca/maps/treaties/cession-131/,3156,United States of America
105e2108cde02d35fbfa1b1245713c58,Cession 190,https://native-land.ca/maps/treaties/cession-190/,cession-190,#D722DD,Cession 190,https://native-land.ca/maps/treaties/cession-190/,142,United States of America
112890e7db5a90839f078d98a8d0beec,Meusebach-Comanche Treaty,https://native-land.ca/maps/treaties/meusebach-comanche-treaty/,meusebach-comanche,#D900FF,Meusebach-Comanche Treaty,https://native-land.ca/maps/treaties/meusebach-comanche-treaty/,73140,United States of America
112b36e00c59c68f25df1feb4745ca7c,Cession 429,https://native-land.ca/maps/treaties/cession-429/,cession-429,#890011,Cession 429,https://native-land.ca/maps/treaties/cession-429/,29,United States of America
